time,gFx,gFy,gFz,TgF
0.002188125,-0.2379,0.3349,1.0400,1.118
0.002498229,-0.2453,0.3176,1.0324,1.108
0.003118021,-0.2555,0.2917,1.0219,1.093
0.006337812,-0.2643,0.2697,1.0046,1.073
0.008303385,-0.2587,0.2599,0.9882,1.054
0.010675469,-0.2328,0.2751,0.9767,1.041
0.015069635,-0.2103,0.2973,0.9706,1.037
0.015571302,-0.1903,0.3159,0.9696,1.037
0.01818526,-0.1756,0.3313,0.9694,1.039
0.020718958,-0.1678,0.3393,0.9655,1.037
0.02313474,-0.1617,0.3420,0.9586,1.031
0.02551349,-0.1617,0.3427,0.9447,1.018
0.027956719,-0.1608,0.3432,0.9234,0.998
0.030633021,-0.1615,0.3501,0.8973,0.977
0.034491458,-0.1600,0.3559,0.8704,0.954
0.03578375,-0.1539,0.3696,0.8472,0.937
0.038159792,-0.1441,0.3818,0.8257,0.921
0.040845729,-0.1365,0.3938,0.8086,0.910
0.043257083,-0.1248,0.4094,0.7920,0.900
0.045538958,-0.1124,0.4190,0.7796,0.892
0.048249948,-0.0985,0.4302,0.7722,0.889
0.05095526,-0.0833,0.4356,0.7705,0.889
0.054349323,-0.0711,0.4395,0.7707,0.890
0.055536094,-0.0642,0.4405,0.7729,0.892
0.058062344,-0.0613,0.4395,0.7815,0.899
0.060540417,-0.0613,0.4380,0.7862,0.902
0.06354349,-0.0611,0.4393,0.7866,0.903
0.065820208,-0.0664,0.4388,0.7864,0.903
0.068068906,-0.0762,0.4380,0.7818,0.899
0.070503125,-0.0906,0.4358,0.7715,0.891
0.074659427,-0.1075,0.4371,0.7556,0.879
0.07553849,-0.1256,0.4383,0.7344,0.864
0.078049427,-0.1446,0.4402,0.7128,0.850
0.080842083,-0.1590,0.4436,0.6970,0.841
0.083402604,-0.1722,0.4476,0.6879,0.839
0.085730469,-0.1788,0.4490,0.6762,0.831
0.088168021,-0.1800,0.4568,0.6643,0.826
0.090707865,-0.1781,0.4668,0.6518,0.821
0.09451026,-0.1761,0.4800,0.6398,0.819
0.095715312,-0.1713,0.4906,0.6308,0.817
0.098213698,-0.1664,0.5023,0.6254,0.819
0.100701875,-0.1615,0.5101,0.6234,0.822
0.103108177,-0.1593,0.5094,0.6254,0.822
0.106710833,-0.1586,0.5035,0.6322,0.824
0.108139167,-0.1586,0.4910,0.6449,0.826
0.110830365,-0.1595,0.4751,0.6569,0.826
0.114552135,-0.1581,0.4571,0.6686,0.825
0.115594062,-0.1568,0.4349,0.6760,0.819
0.118117135,-0.1581,0.4055,0.6787,0.806
0.120606667,-0.1625,0.3760,0.6748,0.789
0.123255104,-0.1703,0.3430,0.6686,0.771
0.125836302,-0.1796,0.3115,0.6669,0.758
0.128159583,-0.1883,0.2829,0.6664,0.748
0.130735469,-0.1954,0.2531,0.6674,0.740
0.134583021,-0.1986,0.2272,0.6652,0.730
0.135612604,-0.1998,0.2074,0.6586,0.719
0.138564583,-0.1998,0.1944,0.6510,0.708
0.140866667,-0.1971,0.1830,0.6440,0.698
0.143106719,-0.1957,0.1774,0.6374,0.690
0.145638281,-0.1918,0.1803,0.6364,0.689
0.148282864,-0.1813,0.1901,0.6459,0.697
0.150607708,-0.1717,0.1996,0.6625,0.713
0.154586406,-0.1739,0.2042,0.6804,0.731
0.155860104,-0.1835,0.2130,0.7036,0.758
0.158185417,-0.1957,0.2223,0.7336,0.791
0.160732239,-0.2152,0.2282,0.7649,0.827
0.16367901,-0.2416,0.2282,0.8035,0.869
0.165785677,-0.2726,0.2172,0.8431,0.912
0.168316614,-0.3037,0.1998,0.8782,0.950
0.170886927,-0.3315,0.1749,0.9061,0.981
0.174683125,-0.3581,0.1483,0.9237,1.002
0.175616979,-0.3814,0.1197,0.9291,1.011
0.178159844,-0.3989,0.0892,0.9220,1.009
0.180815469,-0.4087,0.0662,0.9078,0.998
0.183286667,-0.4185,0.0447,0.8829,0.978
0.185910521,-0.4253,0.0205,0.8521,0.953
0.188689375,-0.4287,-0.0073,0.8174,0.923
0.190739427,-0.4282,-0.0384,0.7813,0.892
0.194583698,-0.4256,-0.0721,0.7405,0.857
0.195868021,-0.4172,-0.1053,0.6989,0.821
0.198460364,-0.4048,-0.1309,0.6611,0.786
0.200951979,-0.3921,-0.1503,0.6264,0.754
