time,gFx,gFy,gFz
0.0,0.9083,-0.0889,0.4129
0.0006084899999905247,0.9073,-0.0904,0.4143
0.0010563540000134708,0.9093,-0.0897,0.4136
0.0028742190000343726,0.91,-0.0884,0.4141
0.008216301999993902,0.9112,-0.0884,0.4133
0.008701927000004162,0.9095,-0.0889,0.4116
0.009183073000031072,0.9098,-0.0902,0.4109
0.011679635999996663,0.9093,-0.0909,0.4119
0.014437136000026385,0.9102,-0.0877,0.4129
0.017260469000007106,0.9115,-0.0892,0.4129
0.019587655999998788,0.9107,-0.0894,0.4107
0.021748386000012943,0.9085,-0.0889,0.4116
0.024838438000017504,0.9105,-0.0889,0.4116
0.027235469000004286,0.911,-0.0894,0.4119
0.029190677000030973,0.9112,-0.0882,0.4124
0.03283213600002455,0.9102,-0.0911,0.4129
0.03534588600001598,0.911,-0.0906,0.4119
0.037597761000029095,0.9107,-0.0872,0.4107
0.03926713600003495,0.91,-0.0872,0.4102
0.0417466150000223,0.9112,-0.088,0.4104
0.04488369800003511,0.9107,-0.0892,0.4124
0.047405260999994425,0.9124,-0.0877,0.4131
0.049961406000022635,0.911,-0.0899,0.4109
0.05284062499998754,0.912,-0.0914,0.4126
0.05457843800002138,0.9105,-0.0894,0.4133
0.056808229000012034,0.9093,-0.0902,0.4119
0.05927109399999608,0.91,-0.0892,0.4102
0.06294057299999167,0.912,-0.0875,0.4104
0.06485317700003179,0.9115,-0.0875,0.4131
0.0674582290000103,0.91,-0.088,0.4126
0.07024041700003636,0.9095,-0.0867,0.4119
0.07186432299999979,0.9098,-0.0884,0.4111
0.0744099479999818,0.9102,-0.0884,0.4121
0.0779524480000191,0.9107,-0.088,0.4124
0.08004937499998732,0.9095,-0.087,0.4121
0.08244338600002266,0.9095,-0.0877,0.4119
0.08438630199998443,0.9076,-0.0884,0.4131
0.08754947900001753,0.9093,-0.0877,0.4129
0.08994515599999886,0.9076,-0.0882,0.4121
0.09194557300003225,0.9085,-0.0887,0.4141
0.09463031299998192,0.9071,-0.0904,0.4141
0.09995416700002124,0.9078,-0.088,0.4126
0.10056911499998478,0.9076,-0.0882,0.4107
0.10299932300000592,0.91,-0.0889,0.4119
0.10489984399998775,0.9081,-0.0882,0.4129
0.10741817699999956,0.9081,-0.0899,0.4116
0.11015666700001248,0.9081,-0.0899,0.4102
0.11215020899999217,0.9093,-0.0892,0.4109
0.11428724000001012,0.9076,-0.0872,0.4111
0.11716953100000183,0.9076,-0.087,0.4114
0.12030635400003575,0.9083,-0.0882,0.4109
0.12240958400002455,0.9081,-0.0855,0.4136
0.12445312500000227,0.9083,-0.0845,0.4129
0.12688151100002187,0.9071,-0.0865,0.4121
0.1299409900000228,0.9068,-0.0843,0.4116
0.13178895900000498,0.9073,-0.0852,0.4119
0.13489364600002318,0.9085,-0.086,0.4121
0.13702999999998156,0.9066,-0.0863,0.4126
0.13982421899999053,0.9073,-0.0833,0.4119
0.14185135399998217,0.9085,-0.084,0.4131
0.14499932300003593,0.9063,-0.085,0.4136
0.14712515600001552,0.9081,-0.084,0.4131
0.15025812499999347,0.9107,-0.0848,0.4126
0.15324296900001855,0.9122,-0.0848,0.4116
0.1545147919999863,0.9117,-0.0848,0.4136
0.15693208400000458,0.9112,-0.086,0.4124
0.16010796900002333,0.9134,-0.0863,0.4131
0.16185708400001886,0.9132,-0.0855,0.4136
0.1656408860000056,0.9132,-0.084,0.4133
0.16708286499999758,0.9139,-0.085,0.4126
0.17055562500001997,0.9124,-0.0855,0.4131
0.17186166700003014,0.9122,-0.0852,0.4133
0.17539916700002323,0.9139,-0.0828,0.4133
0.17760593799999924,0.9115,-0.0828,0.4107
0.17978427100001682,0.9117,-0.0845,0.4114
0.18341812500000287,0.9117,-0.084,0.4107
0.18445374999998876,0.9107,-0.0852,0.4104
0.18799828100003424,0.9102,-0.087,0.4109
0.19056598999998187,0.9098,-0.0865,0.4102
0.19181010400001242,0.9102,-0.0852,0.4107
0.1999393230000237,0.9107,-0.0857,0.4111
0.20061119799999005,0.9093,-0.086,0.4111
0.20103859400001056,0.9093,-0.0865,0.4104
0.20827510399999483,0.9093,-0.085,0.4116
0.20880817699998033,0.9098,-0.0857,0.4099
0.20914453099999264,0.9098,-0.0865,0.4102
0.20946406299998444,0.9073,-0.0872,0.4114
0.21200171899999987,0.9068,-0.088,0.4111
0.21486599000002116,0.9071,-0.0857,0.4089
0.2171655729999884,0.9088,-0.0848,0.4102
0.21934255200000052,0.9068,-0.0872,0.4109
0.22290677099999812,0.9071,-0.0882,0.4119
0.22454927100000077,0.9076,-0.087,0.4114
0.22761463599999843,0.9078,-0.0865,0.4102
0.2293385940000121,0.9083,-0.0887,0.4102
0.23241729200003647,0.9102,-0.0877,0.4102
0.23678119800001696,0.911,-0.0872,0.4094
0.23740317700003288,0.9102,-0.0865,0.4104
0.2393739579999874,0.911,-0.087,0.4111
0.24213713599999664,0.9102,-0.087,0.4109
0.2451979169999845,0.9102,-0.086,0.4107
0.2469064059999937,0.91,-0.086,0.4114
0.2498592190000295,0.912,-0.0865,0.4102
0.25256734399999914,0.9122,-0.0882,0.4092
0.2551518230000056,0.9127,-0.087,0.4107
0.2575754690000167,0.9117,-0.0872,0.4109
0.26003562500000044,0.9117,-0.0882,0.4102
0.2621092709999857,0.9107,-0.088,0.4094
0.26456604200001266,0.9102,-0.0887,0.4097
0.26792114599999195,0.9105,-0.087,0.4109
0.26989484400002084,0.9115,-0.0857,0.4102
0.27255875000003016,0.9117,-0.086,0.4102
0.27509119799998416,0.9117,-0.0875,0.4104
0.27761635400003115,0.9122,-0.086,0.4104
0.2794583330000364,0.9129,-0.0875,0.4107
0.2831378129999962,0.9127,-0.0872,0.4111
0.2857864059999997,0.9129,-0.0872,0.4109
0.28849124999999276,0.912,-0.0867,0.4109
0.2895922399999904,0.9124,-0.0875,0.4102
