time,gFx,gFy,gFz
0.0,0.931,-0.0176,0.3799
0.0006205209999734507,0.931,-0.0156,0.3794
0.0033409900000265225,0.9308,-0.0142,0.3818
0.004373124999972333,0.9291,-0.0132,0.3823
0.0067293750000203545,0.9278,-0.0127,0.3811
0.008194010000011076,0.9256,-0.0144,0.3806
0.010650208000015482,0.9234,-0.0134,0.3816
0.013196978999985731,0.9229,-0.0112,0.3814
0.015744583000014245,0.9229,-0.0142,0.3774
0.018350729000019328,0.9229,-0.0144,0.377
0.020635832999971626,0.9229,-0.0125,0.377
0.02301994800001239,0.9229,-0.0134,0.3767
0.02599015599997756,0.9215,-0.0142,0.3774
0.028765416999988247,0.9203,-0.0149,0.3777
0.030836458000010225,0.9195,-0.0137,0.3772
0.032969166999976096,0.9193,-0.0137,0.3777
0.035437865000005786,0.9178,-0.0139,0.3779
0.03848963500001901,0.9173,-0.0132,0.3801
0.04176239600002418,0.9146,-0.0127,0.3796
0.04306302100002313,0.9144,-0.0115,0.3784
0.046046978999982,0.9142,-0.0122,0.3787
0.048207552000008036,0.9137,-0.0144,0.3806
0.05139822899997171,0.9127,-0.0107,0.3814
0.054104843999994046,0.9124,-0.0129,0.3794
0.05603963499999054,0.9122,-0.0125,0.3787
0.05814567699997042,0.91,-0.012,0.3782
0.06074979200002417,0.91,-0.0146,0.3767
0.06313359400002128,0.9088,-0.0164,0.3753
0.06567744799997399,0.9083,-0.0168,0.3728
0.06832296900000756,0.9078,-0.0181,0.3706
0.07084895799999913,0.9083,-0.0203,0.3694
0.07308078099998738,0.9095,-0.0205,0.3686
0.07546755200002053,0.912,-0.0195,0.3686
0.0789221349999707,0.912,-0.0212,0.3694
0.08108286499998485,0.9129,-0.0227,0.3711
0.08308307300001161,0.9146,-0.023,0.3718
0.08568343799998956,0.9183,-0.0251,0.3723
0.09107447899998533,0.9195,-0.0266,0.372
0.09169380200000887,0.9198,-0.0259,0.372
0.09454526000001806,0.9195,-0.0281,0.3733
0.09831182300001728,0.922,-0.0293,0.3706
