time,gFx,gFy,gFz
0.0,0.9059,-0.1605,0.4033
0.0018320310000206064,0.9056,-0.1612,0.4021
0.004403125000010277,0.9068,-0.1612,0.4043
0.006687292000009393,0.9073,-0.1605,0.4036
0.008294063000022334,0.909,-0.1634,0.4026
0.011857865000024503,0.9095,-0.1637,0.4038
0.014078750000010132,0.9085,-0.1627,0.4048
0.016158802000006744,0.9081,-0.1622,0.4036
0.018866927000004807,0.9071,-0.1622,0.4038
0.020677292000016223,0.9063,-0.1625,0.4043
0.025198854000024085,0.9073,-0.1625,0.4041
0.02578557300000739,0.9071,-0.1612,0.4031
0.028587917000010066,0.9071,-0.1615,0.4028
0.030851562999998805,0.9085,-0.1608,0.4043
0.03410640600000647,0.9078,-0.1622,0.4043
0.036827760000022636,0.9066,-0.1617,0.4043
0.038304115000016736,0.9068,-0.1625,0.4043
0.04149588500001755,0.9076,-0.1629,0.405
0.04359526000001779,0.9051,-0.161,0.4055
0.046796615000005204,0.9041,-0.1595,0.4053
0.05037489600002232,0.9037,-0.161,0.4065
0.05099744800000394,0.9051,-0.1627,0.4055
0.05317015600002151,0.9054,-0.1625,0.4055
0.0569229689999986,0.9044,-0.1634,0.4058
0.05967614600001525,0.9059,-0.1639,0.4055
0.06079416700001161,0.9066,-0.1617,0.4065
0.064221042000014,0.9076,-0.162,0.4067
0.06574385400000438,0.9068,-0.1617,0.4063
0.0682836980000161,0.9041,-0.1608,0.4072
0.07149791700001629,0.9046,-0.1612,0.4065
0.07924848999999767,0.9051,-0.1622,0.4053
0.07993703100001426,0.9054,-0.1629,0.4065
0.08035411500000578,0.9054,-0.162,0.4058
0.08073390600000607,0.9044,-0.1634,0.4058
0.0862120310000023,0.9044,-0.1622,0.4063
0.08653270800002133,0.9037,-0.1622,0.4048
0.08839197900002205,0.9044,-0.1639,0.4046
0.09140869800000928,0.9017,-0.1637,0.4058
0.09428286499999672,0.9015,-0.1637,0.406
0.09573192700000277,0.9029,-0.1639,0.4053
0.09902666700000395,0.9029,-0.1632,0.4053
0.10146302100000071,0.9044,-0.1627,0.406
0.10347802100000081,0.9027,-0.1622,0.4058
0.10590796900001465,0.9029,-0.162,0.4055
0.10851250000001755,0.9024,-0.1605,0.407
0.11103151000000366,0.9029,-0.1603,0.4067
0.11384817700002259,0.9029,-0.1605,0.4063
0.11692229199999815,0.9039,-0.16,0.4065
0.11873572900000795,0.9037,-0.16,0.4063
0.1209189580000043,0.9049,-0.1593,0.4038
0.1250721880000185,0.9044,-0.1593,0.405
0.12589119800000503,0.9037,-0.1605,0.4067
0.12839000000002443,0.9039,-0.161,0.407
0.1311740100000236,0.9037,-0.1608,0.4058
0.13408197900000118,0.9015,-0.1605,0.4043
0.13690088500001707,0.9034,-0.1605,0.405
0.1395975519999979,0.9041,-0.1617,0.4055
0.14127359400001183,0.9041,-0.1588,0.4067
0.1435756250000111,0.9056,-0.1581,0.4053
