time,gFx,gFy,gFz
0.0,0.9124,-0.0603,0.4075
0.003219374999957836,0.9122,-0.0613,0.4067
0.004365936999988662,0.9124,-0.0616,0.408
0.0070954689999780385,0.9129,-0.0613,0.4085
0.010047030999999151,0.9107,-0.0594,0.4092
0.012901822999992874,0.9117,-0.0601,0.4092
0.014906719000009616,0.9124,-0.0581,0.4077
0.017467030999966937,0.9134,-0.0608,0.408
0.019461040999999568,0.9134,-0.0601,0.4099
0.02302406199999041,0.9124,-0.0591,0.4094
0.025457447999997385,0.9142,-0.0594,0.4094
0.027529270999991695,0.9154,-0.0594,0.4085
0.02943385399998988,0.9149,-0.0596,0.4099
0.03268838499997173,0.9151,-0.0599,0.4082
0.034860103999960756,0.9139,-0.0606,0.4077
0.03755635400000301,0.9137,-0.0594,0.4082
0.039616614000010486,0.9144,-0.0584,0.4077
0.04201406199996427,0.9149,-0.0596,0.4072
0.0454982289999748,0.9159,-0.0601,0.407
0.05098828100000219,0.9154,-0.0608,0.4077
0.052099634999990485,0.9151,-0.0611,0.4067
0.05291145799998276,0.9151,-0.0599,0.4072
0.05460661399996525,0.9144,-0.0596,0.4072
0.06032562499996175,0.9156,-0.0606,0.407
0.06087036399998169,0.9149,-0.0611,0.4075
0.06281562499998472,0.9156,-0.0603,0.4072
0.06603145799999766,0.9137,-0.0606,0.408
0.0670012499999757,0.9151,-0.0603,0.4067
0.07043812500000968,0.9164,-0.0608,0.4065
0.07246755199997779,0.9149,-0.0599,0.407
0.07456755199996223,0.9142,-0.0613,0.4072
0.07743473900001163,0.9149,-0.0606,0.4065
0.07995359399996005,0.9129,-0.0601,0.4058
0.08247135400000616,0.9122,-0.0586,0.4063
0.08458572899996852,0.9122,-0.0589,0.4058
0.08701442699998552,0.9122,-0.0606,0.4065
0.09091973899995764,0.911,-0.0589,0.4053
0.09267354100001057,0.9115,-0.0584,0.4067
0.09461156200001142,0.9124,-0.0586,0.4067
0.09762088499996935,0.9115,-0.0606,0.4065
0.10009624999997868,0.912,-0.062,0.407
0.10262411399997973,0.9122,-0.0625,0.4067
0.10449979099996654,0.9127,-0.0628,0.4082
0.10782052100000783,0.9139,-0.0599,0.4085
0.11076479100000824,0.9159,-0.0599,0.4072
0.11214093699999239,0.9144,-0.0596,0.4072
0.11473536400001194,0.9142,-0.0608,0.4072
0.11733505199998717,0.9142,-0.0613,0.408
0.1206559369999809,0.9166,-0.0616,0.4077
0.1230151039999896,0.9134,-0.0599,0.4077
0.12574489599995786,0.9142,-0.0606,0.4087
0.12796911399999544,0.9156,-0.0611,0.4085
0.12979421799997226,0.9149,-0.0618,0.407
0.13219515599996612,0.9156,-0.063,0.4072
0.1351402079999957,0.9149,-0.0623,0.4085
0.13745010399998137,0.9168,-0.0625,0.4089
0.13957796799996913,0.9159,-0.0633,0.408
0.14250177099995653,0.9144,-0.062,0.4065
0.14496650999996064,0.9154,-0.0628,0.4065
0.14744416599995702,0.9156,-0.0613,0.4065
0.1497287500000084,0.9154,-0.0618,0.4063
0.15289994799996975,0.9156,-0.0623,0.4072
0.15499140599996508,0.9142,-0.063,0.4072
0.16050994799996943,0.9137,-0.0635,0.408
0.16113244799998938,0.9124,-0.0638,0.407
0.16339088500001253,0.912,-0.0628,0.4048
0.1690530729999864,0.9134,-0.0642,0.4067
0.1697477079999885,0.911,-0.0623,0.408
0.1700496869999597,0.9127,-0.0623,0.4085
0.17543499999999312,0.9117,-0.0633,0.4065
0.17593052099999795,0.9115,-0.0635,0.4063
0.17743494799998416,0.911,-0.0633,0.4077
0.17947572899998931,0.9122,-0.0638,0.4077
0.18273359299996628,0.9122,-0.0618,0.4075
0.18552999999997155,0.911,-0.0616,0.4082
0.18709802099999706,0.9124,-0.0618,0.4082
0.1902036459999863,0.9115,-0.0616,0.4087
0.19275963499995896,0.911,-0.0616,0.4109
0.19557161399995948,0.9112,-0.0613,0.4072
0.19777640600000268,0.9134,-0.0618,0.4077
0.19960140599999932,0.9115,-0.0623,0.4063
0.20228864599999952,0.9102,-0.063,0.4077
0.2047740620000127,0.9122,-0.0635,0.4092
0.20772973900000125,0.912,-0.0608,0.4082
0.20975031199998284,0.9124,-0.0613,0.4092
0.21220953099998496,0.9132,-0.0613,0.4082
0.21500057299999753,0.9139,-0.0618,0.4097
0.21772947899995643,0.9129,-0.062,0.4085
0.21956953099999055,0.9129,-0.063,0.4072
0.22292234299999336,0.912,-0.0618,0.4075
0.2251931769999942,0.912,-0.0606,0.4087
0.22838192699998672,0.9124,-0.0613,0.4085
0.23063541599998416,0.912,-0.0611,0.4063
0.2323355730000003,0.9137,-0.0623,0.4072
0.2347217710000109,0.9154,-0.0611,0.407
0.23826739599996927,0.9161,-0.0608,0.4072
0.24014015599999539,0.9159,-0.0618,0.4075
0.24233156200000394,0.9149,-0.0608,0.4075
0.244550103999984,0.9149,-0.0591,0.4072
0.24811770799999522,0.9146,-0.0581,0.407
0.25028182299996615,0.9142,-0.0606,0.4075
0.2534929159999706,0.9134,-0.0594,0.4087
0.255612186999997,0.9149,-0.0586,0.407
0.2655154679999896,0.9156,-0.0603,0.4075
0.26595838499997626,0.9142,-0.0603,0.4072
0.266228228999978,0.9134,-0.0618,0.4077
0.2664760929999943,0.9139,-0.0611,0.4077
0.26802374999999756,0.9146,-0.0606,0.4058
0.26993072900000925,0.9146,-0.0596,0.4046
0.27277546799996344,0.9142,-0.0581,0.405
0.2745406770000045,0.9166,-0.0606,0.4053
0.27732234299998026,0.9166,-0.0608,0.4043
0.2818695830000024,0.9144,-0.0623,0.406
0.28251583299999083,0.9142,-0.0601,0.4058
0.28476020799996604,0.9156,-0.0601,0.4072
0.28871046799997657,0.9166,-0.0601,0.4077
0.29171968700001116,0.9171,-0.0599,0.4075
0.29231765599996606,0.9173,-0.0608,0.4072
0.29561489599996094,0.9166,-0.0611,0.4072
0.2977564059999622,0.9159,-0.0601,0.407
0.29975562499998887,0.9151,-0.0606,0.406
0.30404005200000483,0.9149,-0.063,0.4058
0.3075013019999915,0.9173,-0.0625,0.4063
0.30893927099998564,0.9156,-0.0616,0.4072
0.3101950519999832,0.9151,-0.063,0.407
0.3123087499999997,0.9146,-0.0616,0.4048
0.3159552079999912,0.9142,-0.0616,0.4048
0.31865942700000005,0.9144,-0.0603,0.4046
0.3197590620000028,0.9146,-0.062,0.4058
0.3235065099999588,0.9117,-0.0603,0.4058
0.32554874999999583,0.9122,-0.0613,0.4067
0.327404582999975,0.9129,-0.0608,0.4077
0.3311787499999923,0.9146,-0.0616,0.408
0.33399150999997573,0.9129,-0.0635,0.4082
0.3347814059999905,0.9149,-0.0608,0.4072
0.33758031200000005,0.9132,-0.0606,0.4087
0.33980244800000037,0.9129,-0.0608,0.4082
0.3431693229999837,0.9127,-0.062,0.4072
0.345506510000007,0.9134,-0.0618,0.407
0.34787046799999644,0.9124,-0.0633,0.407
0.3507000519999792,0.9132,-0.0613,0.4067
0.35313036399998055,0.9146,-0.0608,0.407
0.35546895799996037,0.9127,-0.0603,0.4055
0.35775791599996865,0.9134,-0.0618,0.406
0.3597869789999777,0.9127,-0.0599,0.4055
0.3633575519999681,0.9137,-0.0596,0.406
0.3699236979999796,0.9124,-0.0603,0.4053
0.37052249999999276,0.9129,-0.0596,0.4055
0.3708829159999709,0.9129,-0.0586,0.4065
0.38277937499998416,0.9139,-0.0577,0.4072
0.3832141659999593,0.9142,-0.0586,0.4072
