time,gFx,gFy,gFz
0.0,0.9051,-0.1642,0.4048
0.00101338499999315,0.9054,-0.1649,0.4041
0.004430208000002267,0.9044,-0.1659,0.4046
0.006896561999994333,0.9049,-0.1649,0.4043
0.01222286499999825,0.9056,-0.1639,0.4048
0.012870155999991084,0.9027,-0.1642,0.4053
0.013287292000001116,0.9015,-0.1656,0.406
0.018525103999991188,0.9032,-0.1656,0.407
0.01907223999999985,0.9034,-0.1666,0.408
0.021090728999993757,0.9019,-0.1664,0.4063
0.023535416999990844,0.9007,-0.1673,0.4072
0.025740521000003014,0.901,-0.1673,0.4067
0.02860182300000247,0.9002,-0.1664,0.4058
0.031139686999992477,0.899,-0.1669,0.4063
0.03377781199999674,0.8995,-0.1678,0.4077
0.037220207999993704,0.9005,-0.1664,0.4089
0.03865015600000277,0.9012,-0.1659,0.4104
0.04105724000000066,0.9024,-0.1678,0.4111
0.04375656199999867,0.9037,-0.1688,0.4116
0.04701088499999173,0.9041,-0.1673,0.4111
0.048670833000002744,0.9034,-0.1669,0.4126
0.05139916699999958,0.9037,-0.1651,0.4092
0.053321666999991635,0.9037,-0.1651,0.4089
0.05643822899999407,0.9034,-0.1642,0.4099
0.0586720310000004,0.9051,-0.1639,0.4075
0.06105552100000011,0.9056,-0.1634,0.4067
0.06395249999999919,0.9046,-0.1656,0.4077
0.06611187499999005,0.9049,-0.1656,0.4072
0.06932281199999579,0.9066,-0.1664,0.4063
0.0709017189999912,0.9051,-0.1676,0.4077
0.07352010399999642,0.9049,-0.1669,0.4053
0.07658427100000154,0.9066,-0.1683,0.4031
0.07861244800000122,0.9078,-0.1673,0.4019
0.0813939060000024,0.9078,-0.1651,0.4016
0.0839734899999911,0.9056,-0.1661,0.4019
0.08586661500000048,0.9046,-0.1666,0.4004
0.0895449479999968,0.9039,-0.1647,0.4006
0.09143744799999354,0.9027,-0.1644,0.4011
0.09346432299999208,0.9005,-0.1642,0.4006
0.09593614599999967,0.9029,-0.1647,0.4024
0.0998218750000035,0.9002,-0.1647,0.4038
0.10089604200000224,0.8993,-0.1647,0.4028
0.1034969789999991,0.8993,-0.1651,0.405
0.10714614599999095,0.9005,-0.1632,0.4077
