time,gFx,gFy,gFz
0.0,0.9044,-0.1639,0.408
0.0005326039999999921,0.9037,-0.1651,0.4077
0.0008011460000005854,0.9039,-0.1654,0.4075
0.0032883850000047232,0.9015,-0.1659,0.4087
0.005359218999998916,0.9032,-0.1666,0.4092
0.008383124999994607,0.9044,-0.1671,0.4087
0.010259009999998625,0.9044,-0.1661,0.4082
0.013735780999994063,0.9024,-0.1664,0.4094
0.01612395799999433,0.9051,-0.1664,0.4085
0.017944478999993407,0.9032,-0.1669,0.4077
0.020449740000003658,0.9041,-0.1664,0.4077
0.023592707999995355,0.9032,-0.1656,0.4075
0.026435364999997546,0.9044,-0.1671,0.4067
0.02841843699999913,0.9044,-0.1678,0.4075
0.0312686980000052,0.9049,-0.1661,0.4072
0.034338958000006414,0.9041,-0.1661,0.4072
0.03702427100000705,0.9046,-0.1671,0.407
0.03944776000000161,0.9039,-0.1654,0.4082
0.04059775999999715,0.9034,-0.1644,0.406
0.04298906200000374,0.9015,-0.1656,0.4065
0.04590916700000491,0.9019,-0.1649,0.406
0.04830390600000101,0.9024,-0.1625,0.4072
0.05085223999999755,0.9024,-0.1637,0.4072
0.0537034369999958,0.9024,-0.1644,0.4102
0.05581270800000482,0.9034,-0.1644,0.4077
0.05802312500000539,0.9024,-0.1617,0.4082
0.061109478999995304,0.901,-0.162,0.407
0.06340916700000321,0.9005,-0.162,0.4075
0.06611775999999736,0.9019,-0.1632,0.4082
0.0682218750000061,0.9012,-0.1651,0.4092
0.07182864600000016,0.9024,-0.1649,0.4085
0.07331114599999466,0.9034,-0.1656,0.4089
0.0754317709999981,0.9049,-0.1627,0.4082
0.07870567700000208,0.9049,-0.162,0.4063
0.08074406199999373,0.9056,-0.1639,0.408
0.08434687499999427,0.9059,-0.1656,0.4085
0.09126994800000432,0.9046,-0.1649,0.4077
0.09193525999999963,0.9056,-0.1632,0.4094
0.09233927100000017,0.9059,-0.1637,0.4087
0.09329114599999855,0.9054,-0.1639,0.4094
0.09976390600000684,0.9061,-0.1664,0.4094
0.1003601559999936,0.9056,-0.1661,0.4077
0.10085291699999743,0.9039,-0.1671,0.4087
0.10363505200000134,0.9037,-0.1661,0.4075
0.10620812499999488,0.9044,-0.1664,0.4089
0.10796505199999729,0.9037,-0.1649,0.4094
0.11089833299999441,0.9034,-0.1649,0.4067
0.11375718700000448,0.9041,-0.1647,0.407
0.11616442700000107,0.9022,-0.1659,0.4058
0.11796572900000513,0.9022,-0.1673,0.4053
0.1204809890000007,0.9015,-0.1673,0.407
0.12344713500000637,0.9,-0.1673,0.4067
0.12663255200000378,0.8998,-0.1666,0.407
0.12863963499999898,0.8985,-0.1649,0.4075
0.1307495829999965,0.899,-0.1651,0.4075
0.13324604199999612,0.899,-0.1647,0.408
0.13631291699999792,0.8988,-0.1642,0.4075
0.13863515600000653,0.8988,-0.1651,0.4077
0.14142593699999395,0.9005,-0.1644,0.408
0.14330296900000405,0.9005,-0.1644,0.4072
0.14593166699999927,0.8998,-0.1644,0.4082
0.14864093699999614,0.9,-0.1642,0.4077
0.15056963499999654,0.9012,-0.1637,0.407
0.15407666699999822,0.9012,-0.1651,0.4087
0.15562239599999828,0.9002,-0.1647,0.4082
0.15817416699999853,0.9029,-0.1627,0.4089
0.16147911400000226,0.9041,-0.1634,0.408
0.16331447899999318,0.9049,-0.1649,0.4067
0.1665023439999942,0.9059,-0.1647,0.4063
0.16800078100000349,0.9056,-0.1661,0.4075
0.17162687500000118,0.9059,-0.1647,0.4077
0.17452427099999568,0.9073,-0.1661,0.4067
0.175581875000006,0.9068,-0.1666,0.4063
0.17837249999999472,0.9056,-0.1644,0.4055
0.1808714059999943,0.9061,-0.1651,0.405
0.1843688539999988,0.9059,-0.1686,0.4058
0.19002786400000105,0.9054,-0.1656,0.406
0.19070177099999341,0.9071,-0.1637,0.405
0.191134531000003,0.9061,-0.1671,0.4055
0.19332562499999995,0.9049,-0.1666,0.4058
0.19818682300000035,0.9049,-0.1673,0.4072
0.19873302099999535,0.9046,-0.1659,0.4075
0.20172203100000274,0.9041,-0.1651,0.4067
0.20379098899999804,0.9051,-0.1654,0.408
0.20585640599999522,0.9039,-0.1642,0.4085
0.20839703100000406,0.9056,-0.1634,0.4077
0.21078270799999643,0.9046,-0.1629,0.4048
0.21370671900000104,0.9046,-0.1651,0.406
0.21559968699999388,0.9041,-0.1669,0.405
0.21822406200000444,0.9029,-0.1664,0.4077
0.22049921900000413,0.9034,-0.1654,0.4085
0.22309838500000012,0.9024,-0.1627,0.4085
0.22649718700000676,0.9029,-0.1644,0.4082
0.22828307300000006,0.9034,-0.1647,0.4077
0.23106729200000586,0.9037,-0.1639,0.4075
0.23447645800000316,0.9037,-0.1661,0.4075
0.23620656200000667,0.9032,-0.1666,0.4063
0.23923338500000568,0.9037,-0.1671,0.4072
0.24053479200000538,0.9024,-0.1644,0.4077
0.24513578100000188,0.9032,-0.1637,0.4082
0.2458436980000016,0.9029,-0.1647,0.4085
0.24878302099999416,0.9027,-0.1659,0.4089
0.25052864600000646,0.9024,-0.1666,0.4072
0.2534464059999948,0.9,-0.1666,0.4077
0.2556176559999983,0.8995,-0.1669,0.4092
0.2585732290000067,0.9012,-0.1664,0.4082
0.2617317189999966,0.9012,-0.1669,0.4087
0.26353874999999505,0.9019,-0.1666,0.4085
0.2655842190000044,0.9022,-0.1651,0.4087
0.26917270799999926,0.901,-0.1651,0.4097
0.27109072899999376,0.9012,-0.1661,0.4094
0.27337979200000007,0.9022,-0.1656,0.4089
0.2755584370000008,0.9005,-0.1661,0.408
0.279069113999995,0.9002,-0.1654,0.4067
0.28145880200000306,0.9017,-0.1659,0.4085
0.2837405209999986,0.9024,-0.1642,0.408
0.2881084889999954,0.901,-0.1642,0.4087
0.2886702600000035,0.9017,-0.1669,0.4085
0.29067994800000463,0.9022,-0.1642,0.4085
0.29403072899999927,0.9015,-0.1651,0.4092
0.29647104100000377,0.9019,-0.1647,0.4082
0.2983152080000053,0.9027,-0.1637,0.4082
0.30069427099999757,0.9032,-0.1637,0.4065
0.3033232290000001,0.9037,-0.1647,0.4077
0.305492239000003,0.9027,-0.1622,0.4075
0.30834453100000303,0.9041,-0.1615,0.4077
0.31184432300000253,0.9037,-0.1637,0.407
0.31327578100000153,0.9034,-0.1639,0.4063
0.3154517709999993,0.9049,-0.1644,0.408
0.3190692189999993,0.9063,-0.1634,0.4089
0.3204542189999984,0.9041,-0.1647,0.4072
0.32344234400000005,0.9054,-0.1664,0.4085
0.3260027599999944,0.9061,-0.1649,0.4085
0.3284180729999946,0.9066,-0.1673,0.408
0.33090515600000003,0.9073,-0.1669,0.4087
0.3335342710000049,0.9068,-0.1659,0.408
0.3358274999999935,0.9046,-0.1656,0.4075
0.3384563540000016,0.9029,-0.1666,0.4072
