time,gFx,gFy,gFz
0.0,0.9247,0.0127,0.3848
0.0023061460000235456,0.9239,0.0125,0.385
0.005116667000038433,0.9237,0.0125,0.3858
0.007956614000022455,0.9225,0.0122,0.3853
0.009448853999970197,0.921,0.0132,0.3855
0.012784791999933987,0.9229,0.0139,0.3845
0.01555036399997789,0.922,0.0134,0.3831
0.01737401000002592,0.9217,0.0117,0.3845
0.019358957999997983,0.9222,0.0132,0.384
0.022390624999957254,0.9222,0.0156,0.3845
0.024833281000042007,0.9222,0.0137,0.386
0.027486613999940346,0.9237,0.0146,0.3843
0.030537915999957477,0.9234,0.0134,0.3843
0.032476926999947864,0.9229,0.0139,0.385
0.034569271000009394,0.9244,0.0132,0.385
0.0378369269999439,0.9229,0.0134,0.3845
0.04032203099995968,0.9237,0.0154,0.3855
0.046271665999938705,0.9244,0.0137,0.3853
0.046931718999985605,0.9259,0.0144,0.3858
0.04736124999999447,0.9239,0.0154,0.3853
0.05210218699994584,0.9239,0.0151,0.3855
0.05269432299996879,0.9239,0.0151,0.3848
0.05460249999998723,0.9244,0.0142,0.3848
0.05695937500001946,0.9254,0.0154,0.386
0.059680624999941756,0.9247,0.0159,0.3843
0.062120625000034124,0.9247,0.0156,0.3848
0.06484104100002241,0.9249,0.0159,0.384
0.06769031199996789,0.9239,0.0171,0.3836
0.07049796900003003,0.9239,0.0151,0.3823
0.07321802100000241,0.9247,0.0168,0.3833
0.0759602079999695,0.9259,0.0164,0.3838
0.07722333300000628,0.9259,0.0156,0.3831
0.07957364599997163,0.9261,0.0166,0.3838
0.08280786399996032,0.9251,0.0144,0.3838
0.08466843700000481,0.9256,0.0156,0.3845
0.08807187499996871,0.9239,0.0154,0.3833
0.09000427099999797,0.9242,0.0156,0.3843
0.0930078640000147,0.9234,0.0156,0.385
0.09509067700003015,0.9234,0.0161,0.3848
0.0970122909999418,0.9244,0.0159,0.3853
0.09946333300001697,0.9256,0.0151,0.3848
0.10195203099999617,0.9254,0.0144,0.386
0.10570906199995989,0.9266,0.0154,0.3848
0.1080894269999817,0.9266,0.0149,0.384
0.10955369800001336,0.9264,0.0156,0.385
0.11198260399999072,0.9249,0.0166,0.384
0.11531968700001016,0.9251,0.0168,0.384
0.11738583299995753,0.9247,0.0146,0.3855
0.11948083300001144,0.9237,0.0144,0.3843
0.12584781199996087,0.9239,0.0149,0.387
0.1265243750000309,0.9239,0.0137,0.3875
0.12692338499994094,0.9249,0.0144,0.3865
0.13035802100000637,0.9244,0.0151,0.3845
0.13205333299993072,0.9259,0.0151,0.3843
0.13585395799998423,0.9259,0.0156,0.3855
0.13854187499998716,0.9251,0.0142,0.3848
0.1429797389999976,0.9242,0.0139,0.3853
0.1435451559999592,0.9237,0.0132,0.3867
0.14516947899994648,0.9222,0.0142,0.3862
0.1485850000000255,0.9249,0.0139,0.3843
0.14952015599999413,0.9242,0.0156,0.3853
0.1522968749999336,0.9249,0.0159,0.3862
0.15554286400004003,0.9222,0.0154,0.3855
0.156989531000022,0.9234,0.0132,0.3855
0.15942244799998662,0.9254,0.0156,0.3843
0.16196921899995687,0.9239,0.0144,0.3843
0.1654883850000033,0.9229,0.0146,0.3865
0.16790359399999488,0.9249,0.0151,0.3848
0.1701174480000418,0.9261,0.0149,0.384
0.1719302599999537,0.9249,0.0149,0.3843
0.1746014059999652,0.9249,0.012,0.3828
0.17791911400001936,0.9249,0.0139,0.3845
0.18058307299997978,0.9242,0.0149,0.3848
0.18292161399995166,0.9256,0.0122,0.3853
0.18467286399993554,0.9244,0.0127,0.3836
0.18702510399998573,0.9249,0.0127,0.3843
0.19017458299992995,0.9251,0.0129,0.3845
0.19257645799996226,0.9242,0.0122,0.384
0.19549697900004048,0.9249,0.0144,0.3853
0.19810770799995225,0.9247,0.012,0.3879
0.19978911399994104,0.9237,0.0134,0.386
0.2031094269999585,0.9232,0.0132,0.3853
0.20463770799995018,0.9239,0.0122,0.384
0.20809213500001533,0.9237,0.0117,0.3845
0.20954885399999057,0.9237,0.0117,0.386
0.21216677099994286,0.9242,0.0122,0.3853
0.2147476039999674,0.9234,0.0149,0.385
0.2176316139999699,0.9225,0.0137,0.3848
0.21952510400001302,0.9234,0.0146,0.3845
0.223545415999979,0.9234,0.0164,0.3843
0.2249210940000239,0.9227,0.0164,0.3828
0.22816057299996828,0.9227,0.0168,0.3828
0.23057369799994376,0.9227,0.0164,0.3831
0.23244229099998392,0.9232,0.0154,0.3838
0.23473260399998708,0.9234,0.0186,0.3845
0.23844942699997773,0.9232,0.019,0.3828
0.24438020799993865,0.9227,0.0183,0.3831
0.24502041599998847,0.9227,0.0161,0.385
0.2454518749999579,0.9237,0.0176,0.3853
0.24910400999999638,0.9237,0.0164,0.3843
0.2520782809999673,0.9239,0.0168,0.3855
0.2525679159999754,0.9244,0.0181,0.3855
0.25574307299996235,0.9256,0.0154,0.3853
0.25724682299994583,0.9261,0.0139,0.3845
0.25968281199993726,0.9269,0.0146,0.384
0.2620573430000377,0.9261,0.0146,0.3826
0.2651034369999934,0.9276,0.0134,0.3838
0.2681811459999608,0.9283,0.0137,0.384
0.2695446349999884,0.9281,0.0154,0.3848
0.2725305210000215,0.9271,0.0156,0.3845
0.27484296800002994,0.9273,0.0166,0.3838
0.2780218230000173,0.9251,0.0173,0.3828
0.28065901000002214,0.9256,0.0151,0.3828
0.28298031199994966,0.9247,0.0151,0.3848
0.2849045829999568,0.9256,0.0144,0.3858
0.28846348900003704,0.9261,0.0154,0.3855
0.2907824999999775,0.9234,0.0154,0.3862
0.29271041599997716,0.9239,0.0134,0.3855
0.2947131769999487,0.9247,0.0129,0.3843
0.2982689059999757,0.9234,0.0129,0.3855
0.30049208299999464,0.9212,0.0137,0.3843
0.30221744799996486,0.9212,0.0142,0.3855
0.3057691139999861,0.9217,0.0154,0.3853
0.30799588499996844,0.9237,0.0146,0.3858
0.310348437000016,0.9237,0.0144,0.3838
0.3120668750000277,0.9229,0.0127,0.3831
0.31550598900003024,0.922,0.0139,0.3848
0.31789677099993696,0.9234,0.0144,0.3858
0.31955307299995184,0.9229,0.0171,0.3862
0.3228795310000123,0.9225,0.0142,0.3848
0.3250391660000105,0.9225,0.0142,0.384
0.3278213019999612,0.9212,0.0146,0.3845
0.3324137500000006,0.9195,0.0137,0.3833
0.33362098899999637,0.922,0.0142,0.3833
0.3349644269999317,0.9237,0.0134,0.3845
0.3384618229999887,0.9247,0.0149,0.3831
0.34527911399993627,0.9234,0.0154,0.3828
0.3459476560000212,0.9229,0.0144,0.3843
0.34635150999997677,0.9227,0.0134,0.3836
0.3527934889999642,0.9242,0.0139,0.3836
0.35328171799994834,0.9256,0.0159,0.3831
0.3535876040000403,0.9244,0.0159,0.3823
0.356758592999995,0.9247,0.0166,0.3823
0.35721578100003626,0.9254,0.0142,0.3831
0.360033332999933,0.9266,0.0149,0.3818
0.3622032289999879,0.9259,0.0156,0.384
