time,gFx,gFy,gFz,TgF
0.001839427,-0.3762,0.5179,0.6650,0.923
0.002187969,-0.3708,0.5145,0.6691,0.922
0.005351094,-0.3647,0.5128,0.6755,0.923
0.006489323,-0.3586,0.5079,0.6811,0.922
0.008713385,-0.3493,0.5052,0.6899,0.924
0.011132083,-0.3405,0.5006,0.6938,0.921
0.013860104,-0.3318,0.4954,0.6987,0.919
0.016219739,-0.3227,0.4893,0.7031,0.915
0.018685104,-0.3124,0.4849,0.7043,0.910
0.021384948,-0.3063,0.4803,0.7060,0.907
0.025166042,-0.3017,0.4759,0.7084,0.905
0.026194687,-0.2975,0.4676,0.7087,0.900
0.029659635,-0.2932,0.4620,0.7087,0.895
0.031280104,-0.2917,0.4566,0.7087,0.892
0.033915781,-0.2890,0.4527,0.7111,0.891
0.036360989,-0.2870,0.4461,0.7114,0.887
0.039008437,-0.2841,0.4422,0.7126,0.885
0.041440573,-0.2824,0.4400,0.7150,0.886
0.046100104,-0.2841,0.4361,0.7163,0.885
0.046741562,-0.2883,0.4310,0.7173,0.885
0.048894531,-0.2939,0.4265,0.7182,0.886
0.051454219,-0.2968,0.4182,0.7204,0.884
0.053854427,-0.2983,0.4055,0.7256,0.883
0.056587187,-0.2997,0.3921,0.7358,0.886
0.058814375,-0.2980,0.3818,0.7466,0.890
0.061188489,-0.2963,0.3762,0.7634,0.901
0.065607239,-0.2924,0.3750,0.7842,0.917
0.066600989,-0.2907,0.3723,0.8047,0.933
0.068636614,-0.2856,0.3684,0.8250,0.948
0.07138625,-0.2846,0.3686,0.8438,0.964
0.07391651,-0.2853,0.3689,0.8580,0.977
0.076418489,-0.2917,0.3647,0.8633,0.982
0.079759844,-0.3349,0.3557,0.8362,0.968
0.081634687,-0.3618,0.3493,0.8230,0.965
0.085323958,-0.3479,0.3545,0.8382,0.974
0.086382552,-0.3364,0.3574,0.8460,0.978
0.088729635,-0.3313,0.3611,0.8433,0.975
0.091243385,-0.3293,0.3618,0.8387,0.971
0.093823698,-0.3266,0.3635,0.8377,0.970
0.096443281,-0.3244,0.3652,0.8328,0.966
0.09884026,-0.3210,0.3652,0.8264,0.959
0.101141094,-0.3196,0.3633,0.8189,0.951
0.105267812,-0.3152,0.3637,0.8093,0.942
0.106434271,-0.3115,0.3640,0.7959,0.929
0.108880937,-0.3093,0.3635,0.7820,0.916
0.111431823,-0.3098,0.3594,0.7651,0.900
0.113880417,-0.3122,0.3564,0.7436,0.882
0.118692239,-0.3146,0.3535,0.7229,0.864
0.127983594,-0.3193,0.3518,0.6997,0.846
0.129348021,-0.3227,0.3484,0.6809,0.830
0.129593906,-0.3264,0.3437,0.6647,0.816
0.129813906,-0.3301,0.3405,0.6469,0.802
0.130041406,-0.3318,0.3376,0.6327,0.790
0.131251875,-0.3354,0.3349,0.6220,0.782
0.133807083,-0.3398,0.3310,0.6129,0.775
0.136248698,-0.3432,0.3274,0.6068,0.770
0.138899739,-0.3440,0.3227,0.6032,0.766
0.141357656,-0.3467,0.3210,0.6022,0.765
0.147321875,-0.3523,0.3227,0.6037,0.770
0.147944062,-0.3596,0.3181,0.6068,0.774
0.149157708,-0.3667,0.3166,0.6115,0.780
0.151307448,-0.3716,0.3122,0.6193,0.787
0.154054687,-0.3757,0.3078,0.6234,0.790
0.156255156,-0.3787,0.3039,0.6283,0.794
0.15881401,-0.3809,0.2978,0.6342,0.797
0.16273,-0.3814,0.2888,0.6400,0.799
0.165578437,-0.3836,0.2780,0.6437,0.799
0.16646026,-0.3840,0.2639,0.6508,0.800
0.168747448,-0.3821,0.2511,0.6562,0.800
0.171343958,-0.3823,0.2392,0.6660,0.804
0.173866666,-0.3792,0.2274,0.6755,0.807
0.176504531,-0.3738,0.2167,0.6831,0.808
0.1792275,-0.3674,0.2033,0.6906,0.808
0.181432448,-0.3579,0.1852,0.6975,0.805
