time,gFx,gFy,gFz,TgF
0.001222812,-0.1414,0.3156,0.8504,0.918
0.001612552,-0.1405,0.3110,0.8482,0.914
0.001834531,-0.1402,0.3061,0.8480,0.912
0.005332448,-0.1383,0.2997,0.8467,0.909
0.007451927,-0.1387,0.2953,0.8465,0.907
0.009135312,-0.1392,0.2897,0.8458,0.905
0.01167375,-0.1392,0.2846,0.8465,0.904
0.014058385,-0.1414,0.2795,0.8453,0.901
0.016483177,-0.1490,0.2770,0.8404,0.897
0.018820677,-0.1571,0.2744,0.8362,0.894
0.021716614,-0.1588,0.2687,0.8375,0.894
0.024353385,-0.1612,0.2641,0.8377,0.893
0.026787239,-0.1625,0.2602,0.8384,0.893
0.029221927,-0.1647,0.2545,0.8365,0.890
0.031651198,-0.1686,0.2492,0.8311,0.884
0.0342925,-0.1722,0.2450,0.8235,0.876
0.037367448,-0.1769,0.2396,0.8162,0.869
0.039170729,-0.1783,0.2340,0.8084,0.860
0.041529375,-0.1827,0.2257,0.7996,0.851
0.044137344,-0.1888,0.2194,0.7937,0.845
0.047102448,-0.1930,0.2123,0.7881,0.839
0.04913651,-0.1925,0.1905,0.7800,0.826
0.051677083,-0.1922,0.1710,0.7717,0.813
0.054198802,-0.2013,0.1669,0.7607,0.804
0.056796302,-0.2101,0.1678,0.7517,0.798
0.059018854,-0.2226,0.1732,0.7439,0.796
0.061676979,-0.2323,0.1810,0.7348,0.792
0.06423875,-0.2414,0.1864,0.7251,0.787
0.066961406,-0.2458,0.1898,0.7180,0.782
0.06900901,-0.2401,0.1915,0.7009,0.765
0.071575833,-0.2365,0.1810,0.6823,0.744
0.07438875,-0.2353,0.1661,0.6616,0.722
0.076648021,-0.2340,0.1583,0.6396,0.699
0.079111875,-0.2323,0.1476,0.6205,0.679
0.082008541,-0.2326,0.1385,0.5990,0.657
0.08422,-0.2331,0.1304,0.5807,0.639
0.086822708,-0.2357,0.1217,0.5616,0.621
0.089073333,-0.2404,0.1126,0.5450,0.606
0.091530781,-0.2433,0.1011,0.5299,0.592
0.093987916,-0.2458,0.0924,0.5142,0.577
0.096790937,-0.2516,0.0828,0.5028,0.568
0.099090521,-0.2575,0.0713,0.4937,0.561
0.101591562,-0.2609,0.0616,0.4842,0.553
0.104116979,-0.2626,0.0520,0.4747,0.545
0.106775573,-0.2636,0.0408,0.4646,0.536
0.108891875,-0.2680,0.0301,0.4522,0.527
0.112485989,-0.2707,0.0200,0.4410,0.518
0.114004739,-0.2739,0.0085,0.4285,0.509
0.116468593,-0.2790,-0.0022,0.4177,0.502
0.118883125,-0.2812,-0.0122,0.4058,0.494
0.12171625,-0.2878,-0.0225,0.3936,0.488
0.124484166,-0.2917,-0.0327,0.3828,0.482
0.12693,-0.2963,-0.0391,0.3720,0.477
0.129316406,-0.2993,-0.0459,0.3620,0.472
0.13158526,-0.3056,-0.0506,0.3510,0.468
0.134044271,-0.3117,-0.0557,0.3408,0.465
0.138452239,-0.3174,-0.0596,0.3305,0.462
0.139200677,-0.3222,-0.0650,0.3198,0.459
0.141858802,-0.3281,-0.0706,0.3078,0.455
0.144162968,-0.3366,-0.0791,0.2914,0.452
0.147145364,-0.3506,-0.0958,0.2734,0.455
0.1491375,-0.3689,-0.1165,0.2482,0.460
0.151557916,-0.3867,-0.1356,0.2199,0.465
0.154129062,-0.3970,-0.1468,0.1944,0.466
0.157167031,-0.3972,-0.1505,0.1761,0.460
0.159035937,-0.3826,-0.1451,0.1717,0.444
0.161615833,-0.3647,-0.1341,0.1791,0.428
0.164773958,-0.3484,-0.1221,0.1942,0.417
0.166719479,-0.3352,-0.1131,0.2086,0.411
0.169006614,-0.3320,-0.1075,0.2213,0.413
0.172087135,-0.3388,-0.1060,0.2291,0.423
0.174039739,-0.3518,-0.1129,0.2318,0.436
0.176603021,-0.3686,-0.1261,0.2323,0.454
0.179076614,-0.3870,-0.1400,0.2272,0.470
0.18163026,-0.4099,-0.1588,0.2174,0.490
0.184218906,-0.4310,-0.1793,0.2062,0.510
0.187052083,-0.4485,-0.1981,0.1930,0.527
0.189231979,-0.4598,-0.2174,0.1798,0.539
0.191543489,-0.4693,-0.2335,0.1698,0.551
0.194154323,-0.4754,-0.2480,0.1581,0.559
0.197313802,-0.4813,-0.2592,0.1481,0.566
0.199535989,-0.4837,-0.2690,0.1373,0.570
0.202111146,-0.4861,-0.2736,0.1324,0.573
0.205510989,-0.4861,-0.2783,0.1253,0.574
0.206898125,-0.4874,-0.2839,0.1182,0.576
0.209028021,-0.4888,-0.2880,0.1107,0.578
0.211864323,-0.4832,-0.2944,0.1016,0.575
0.214201198,-0.4676,-0.3141,0.0845,0.570
0.217130364,-0.4571,-0.3254,0.0660,0.565
0.219313437,-0.4493,-0.3318,0.0452,0.560
0.221660625,-0.4478,-0.3401,0.0247,0.563
0.224187708,-0.4495,-0.3503,0.0085,0.570
0.226642864,-0.4605,-0.3559,-0.0078,0.582
0.229102187,-0.4805,-0.3569,-0.0203,0.599
0.231659271,-0.5081,-0.3557,-0.0266,0.621
0.233968646,-0.5365,-0.3576,-0.0283,0.645
0.238338125,-0.5651,-0.3613,-0.0244,0.671
0.239190729,-0.5909,-0.3686,-0.0208,0.697
0.241822291,-0.6156,-0.3792,-0.0186,0.723
0.245230312,-0.6379,-0.3914,-0.0088,0.748
0.247579323,-0.6630,-0.4072,0.0037,0.778
0.249336718,-0.6892,-0.4256,0.0208,0.810
0.251689218,-0.7155,-0.4451,0.0428,0.844
0.254309271,-0.7410,-0.4651,0.0679,0.877
0.256836562,-0.7678,-0.4825,0.0982,0.912
0.259108593,-0.7935,-0.5006,0.1317,0.947
0.26200276,-0.8150,-0.5152,0.1686,0.979
0.264537396,-0.8350,-0.5260,0.2052,1.008
0.266783698,-0.8538,-0.5343,0.2416,1.036
0.26957026,-0.8729,-0.5370,0.2795,1.062
0.271663854,-0.8910,-0.5406,0.3144,1.089
0.274353698,-0.9063,-0.5413,0.3449,1.111
0.276960625,-0.9215,-0.5387,0.3711,1.130
0.279374739,-0.9322,-0.5384,0.3943,1.146
0.281873021,-0.9425,-0.5377,0.4097,1.160
0.284280468,-0.9537,-0.5382,0.4185,1.172
0.286958958,-0.9645,-0.5423,0.4194,1.183
0.289275156,-0.9779,-0.5465,0.4165,1.195
0.291879635,-0.9884,-0.5526,0.4124,1.205
0.294461093,-0.9996,-0.5590,0.4050,1.215
0.296948958,-1.0109,-0.5655,0.3953,1.224
0.299260521,-1.0195,-0.5702,0.3840,1.230
0.301848437,-1.0268,-0.5787,0.3625,1.233
0.304411927,-1.0405,-0.5853,0.3325,1.239
0.307124687,-1.0541,-0.5931,0.3080,1.248
0.309211406,-1.0656,-0.6064,0.2890,1.260
