time,gFx,gFy,gFz,TgF
5.97032E-4,-0.1849,0.4561,1.0752,1.182
9.22136E-4,-0.1835,0.4517,1.0720,1.178
0.00326125,-0.1839,0.4498,1.0681,1.173
0.006932292,-0.1839,0.4502,1.0600,1.166
0.008254479,-0.1854,0.4529,1.0492,1.158
0.010665729,-0.1847,0.4556,1.0383,1.149
0.013096459,-0.1857,0.4571,1.0214,1.134
0.015784896,-0.1847,0.4578,1.0041,1.119
0.018131042,-0.1830,0.4556,0.9833,1.099
0.020587709,-0.1788,0.4524,0.9630,1.079
0.023124271,-0.1708,0.4476,0.9437,1.058
0.026242084,-0.1639,0.4419,0.9249,1.038
0.028180104,-0.1568,0.4368,0.9034,1.016
0.030798282,-0.1456,0.4341,0.8821,0.994
0.033405209,-0.1346,0.4280,0.8585,0.969
0.035866407,-0.1214,0.4246,0.8357,0.945
0.038090521,-0.1090,0.4238,0.8152,0.925
0.040659479,-0.0943,0.4238,0.7969,0.908
0.043077865,-0.0794,0.4236,0.7808,0.892
0.045841719,-0.0633,0.4214,0.7646,0.875
0.048311094,-0.0474,0.4219,0.7541,0.865
0.05081375,-0.0367,0.4238,0.7431,0.856
0.053002656,-0.0273,0.4234,0.7346,0.848
0.055803646,-0.0186,0.4197,0.7290,0.841
0.058337604,-0.0105,0.4158,0.7231,0.834
0.060674375,-0.0061,0.4121,0.7212,0.831
0.063073646,-0.0029,0.4087,0.7234,0.831
0.066279896,0.0000,0.4077,0.7263,0.833
0.068210521,0.0022,0.4026,0.7302,0.834
0.070576302,0.0044,0.3987,0.7358,0.837
0.075154167,0.0046,0.3950,0.7466,0.845
0.075618177,0.0022,0.3931,0.7546,0.851
0.078159011,0.0037,0.3889,0.7610,0.855
0.080814636,0.0022,0.3867,0.7663,0.858
0.083550677,-0.0007,0.3826,0.7720,0.862
0.085868177,-0.0042,0.3784,0.7766,0.864
0.088261719,-0.0071,0.3765,0.7803,0.866
0.09076099,-0.0071,0.3733,0.7822,0.867
0.093191979,-0.0076,0.3696,0.7849,0.868
0.09578875,-0.0103,0.3659,0.7866,0.868
0.098187917,-0.0134,0.3645,0.7866,0.867
0.100668594,-0.0149,0.3615,0.7852,0.865
0.103122448,-0.0183,0.3598,0.7835,0.862
0.105958125,-0.0203,0.3606,0.7813,0.861
0.108194063,-0.0234,0.3591,0.7786,0.858
0.110832136,-0.0276,0.3537,0.7761,0.853
0.113225,-0.0306,0.3518,0.7727,0.850
0.115865781,-0.0345,0.3471,0.7735,0.848
0.118261563,-0.0408,0.3425,0.7722,0.846
0.120620417,-0.0464,0.3381,0.7749,0.847
0.123209688,-0.0513,0.3366,0.7766,0.848
0.126134271,-0.0547,0.3344,0.7766,0.847
0.128123177,-0.0594,0.3327,0.7761,0.847
0.130726875,-0.0635,0.3315,0.7766,0.847
0.133212292,-0.0708,0.3281,0.7774,0.847
0.135673386,-0.0762,0.3279,0.7793,0.849
0.138591771,-0.0818,0.3237,0.7830,0.851
